"Ukazatel","IndicatorType","Typ údaje","TYPUDAJEVYR","Území","Uz0","Měsíce, měsíce klouzavých průměrů, čtvrtletí, roky","CASMQRMPK","Hodnota"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","září 2017","2017-12M09","100.6"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","říjen 2017","2017-12M10","100.8"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","listopad 2017","2017-12M11","101"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","prosinec 2017","2017-12M12","101.2"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","leden 2018","2018-12M01","101.1"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","únor 2018","2018-12M02","100.8"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","březen 2018","2018-12M03","100.5"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","duben 2018","2018-12M04","100.2"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","květen 2018","2018-12M05","99.9"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","červen 2018","2018-12M06","99.6"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","červenec 2018","2018-12M07","99.3"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","srpen 2018","2018-12M08","99"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","září 2018","2018-12M09","98.6"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","říjen 2018","2018-12M10","98.4"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","listopad 2018","2018-12M11","98.1"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","prosinec 2018","2018-12M12","97.7"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","leden 2019","2019-12M01","97.7"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","únor 2019","2019-12M02","97.8"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","březen 2019","2019-12M03","97.9"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","duben 2019","2019-12M04","98"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","květen 2019","2019-12M05","98"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","červen 2019","2019-12M06","98"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","červenec 2019","2019-12M07","98.1"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","srpen 2019","2019-12M08","98.2"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","září 2019","2019-12M09","98.4"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","říjen 2019","2019-12M10","98.3"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","listopad 2019","2019-12M11","98.4"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","prosinec 2019","2019-12M12","98.5"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","leden 2020","2020-12M01","99.1"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","únor 2020","2020-12M02","99.6"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","březen 2020","2020-12M03","100.4"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","duben 2020","2020-12M04","101"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","květen 2020","2020-12M05","101.5"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","červen 2020","2020-12M06","102"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","červenec 2020","2020-12M07","102.6"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","srpen 2020","2020-12M08","103"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","září 2020","2020-12M09","103.6"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","říjen 2020","2020-12M10","104.2"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","listopad 2020","2020-12M11","104.7"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","prosinec 2020","2020-12M12","105.2"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","leden 2021","2021-12M01","104.8"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","únor 2021","2021-12M02","104.5"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","březen 2021","2021-12M03","103.8"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","duben 2021","2021-12M04","103.3"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","květen 2021","2021-12M05","102.9"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","červen 2021","2021-12M06","102.8"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","červenec 2021","2021-12M07","102.5"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","srpen 2021","2021-12M08","102.3"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","září 2021","2021-12M09","101.9"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","říjen 2021","2021-12M10","101.4"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","listopad 2021","2021-12M11","101.3"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","prosinec 2021","2021-12M12","101.1"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","leden 2022","2022-12M01","102"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","únor 2022","2022-12M02","103.2"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","březen 2022","2022-12M03","104.6"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","duben 2022","2022-12M04","105.8"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","květen 2022","2022-12M05","107.1"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","červen 2022","2022-12M06","108.2"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","červenec 2022","2022-12M07","109.3"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","srpen 2022","2022-12M08","110.4"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","září 2022","2022-12M09","111.7"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","říjen 2022","2022-12M10","112.9"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","listopad 2022","2022-12M11","114"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","prosinec 2022","2022-12M12","115.1"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","leden 2023","2023-12M01","114.4"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","únor 2023","2023-12M02","113.3"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","březen 2023","2023-12M03","112.1"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","duben 2023","2023-12M04","111.2"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","květen 2023","2023-12M05","110"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","červen 2023","2023-12M06","109"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","červenec 2023","2023-12M07","108.2"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","srpen 2023","2023-12M08","107.2"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","září 2023","2023-12M09","106.3"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","říjen 2023","2023-12M10","105.4"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","listopad 2023","2023-12M11","104.5"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","prosinec 2023","2023-12M12","103.7"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","leden 2024","2024-12M01","103.2"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","únor 2024","2024-12M02","102.9"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","březen 2024","2024-12M03","102.6"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","duben 2024","2024-12M04","102.3"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","květen 2024","2024-12M05","102"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","červen 2024","2024-12M06","101.6"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","červenec 2024","2024-12M07","101.3"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","srpen 2024","2024-12M08","100.9"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","září 2024","2024-12M09","100.5"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","říjen 2024","2024-12M10","100.2"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","listopad 2024","2024-12M11","99.9"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","prosinec 2024","2024-12M12","99.6"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","leden 2025","2025-12M01","100"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","únor 2025","2025-12M02","100.5"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","březen 2025","2025-12M03","101.2"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","duben 2025","2025-12M04","101.6"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","květen 2025","2025-12M05","102.2"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","červen 2025","2025-12M06","102.8"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","červenec 2025","2025-12M07","103.3"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","srpen 2025","2025-12M08","103.9"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","září 2025","2025-12M09","104.4"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","říjen 2025","2025-12M10","105"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","listopad 2025","2025-12M11","105.5"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","prosinec 2025","2025-12M12","106.1"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","leden 2026","2026-12M01","105.9"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","únor 2026","2026-12M02","105.7"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","březen 2026","2026-12M03","105.2"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","duben 2026","2026-12M04","104.8"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","květen 2026","2026-12M05","104.3"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","červen 2026","2026-12M06","103.9"
"Index cen tržních služeb - skladování a podpůrné služby v dopravě","614816","   Podíl klouzavých průměrů","KP","Česko","CZ","červenec 2026","2026-12M07","103.6"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","2015","2015","106.4"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","2016","2016","104.3"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","2017","2017","104.5"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","2018","2018","105.1"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","2019","2019","103.8"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","2020","2020","101.8"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","2021","2021","101.5"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","2022","2022","102.5"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","2023","2023","110"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","2024","2024","105.4"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","2025","2025","104.3"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","leden 2015","2015-12M01","104.3"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","únor 2015","2015-12M02","104.2"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","březen 2015","2015-12M03","104.1"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","duben 2015","2015-12M04","104"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","květen 2015","2015-12M05","103.9"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","červen 2015","2015-12M06","103.8"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","červenec 2015","2015-12M07","103.8"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","srpen 2015","2015-12M08","104.3"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","září 2015","2015-12M09","104.8"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","říjen 2015","2015-12M10","105.3"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","listopad 2015","2015-12M11","105.9"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","prosinec 2015","2015-12M12","106.4"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","leden 2016","2016-12M01","106.9"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","únor 2016","2016-12M02","106.3"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","březen 2016","2016-12M03","105.7"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","duben 2016","2016-12M04","105.1"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","květen 2016","2016-12M05","105"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","červen 2016","2016-12M06","104.9"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","červenec 2016","2016-12M07","104.8"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","srpen 2016","2016-12M08","104.7"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","září 2016","2016-12M09","104.6"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","říjen 2016","2016-12M10","104.5"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","listopad 2016","2016-12M11","104.4"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","prosinec 2016","2016-12M12","104.3"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","leden 2017","2017-12M01","104.4"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","únor 2017","2017-12M02","105.1"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","březen 2017","2017-12M03","105.8"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","duben 2017","2017-12M04","106.5"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","květen 2017","2017-12M05","106.2"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","červen 2017","2017-12M06","106"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","červenec 2017","2017-12M07","105.7"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","srpen 2017","2017-12M08","105.5"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","září 2017","2017-12M09","105.3"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","říjen 2017","2017-12M10","105"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","listopad 2017","2017-12M11","104.8"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","prosinec 2017","2017-12M12","104.5"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","leden 2018","2018-12M01","103.9"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","únor 2018","2018-12M02","103.6"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","březen 2018","2018-12M03","103.4"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","duben 2018","2018-12M04","103.2"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","květen 2018","2018-12M05","103.4"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","červen 2018","2018-12M06","103.6"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","červenec 2018","2018-12M07","103.8"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","srpen 2018","2018-12M08","104"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","září 2018","2018-12M09","104.2"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","říjen 2018","2018-12M10","104.5"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","listopad 2018","2018-12M11","104.8"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","prosinec 2018","2018-12M12","105.1"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","leden 2019","2019-12M01","105.6"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","únor 2019","2019-12M02","105.4"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","březen 2019","2019-12M03","105.2"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","duben 2019","2019-12M04","105.1"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","květen 2019","2019-12M05","105"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","červen 2019","2019-12M06","104.9"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","červenec 2019","2019-12M07","104.8"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","srpen 2019","2019-12M08","104.6"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","září 2019","2019-12M09","104.5"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","říjen 2019","2019-12M10","104.4"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","listopad 2019","2019-12M11","104.1"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","prosinec 2019","2019-12M12","103.8"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","leden 2020","2020-12M01","103.6"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","únor 2020","2020-12M02","103.7"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","březen 2020","2020-12M03","103.5"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","duben 2020","2020-12M04","103.3"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","květen 2020","2020-12M05","103.1"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","červen 2020","2020-12M06","102.9"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","červenec 2020","2020-12M07","102.7"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","srpen 2020","2020-12M08","102.5"
"Index cen tržních služeb - poštovní a kurýrní služby","614817","   Podíl klouzavých průměrů","KP","Česko","CZ","září 2020","2020-12M09","102.3"
