"Ukazatel","IndicatorType","Druh PHM","CENPHM","Území","Uz0","Týdny","CASTPHM","Hodnota","MJ_TEXT","MJ_SYMBOL"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 30. týden 2019","2019-W30","31.85","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 31. týden 2019","2019-W31","31.82","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 32. týden 2019","2019-W32","31.81","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 33. týden 2019","2019-W33","31.61","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 34. týden 2019","2019-W34","31.55","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 35. týden 2019","2019-W35","31.64","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 36. týden 2019","2019-W36","31.61","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 37. týden 2019","2019-W37","31.6","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 38. týden 2019","2019-W38","31.632","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 39. týden 2019","2019-W39","31.853","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 40. týden 2019","2019-W40","31.88","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 41. týden 2019","2019-W41","32.078","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 42. týden 2019","2019-W42","31.854","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 43. týden 2019","2019-W43","31.815","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 44. týden 2019","2019-W44","31.83","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 45. týden 2019","2019-W45","31.76","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 46. týden 2019","2019-W46","31.741","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 47. týden 2019","2019-W47","31.71","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 48. týden 2019","2019-W48","31.7","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 49. týden 2019","2019-W49","31.67","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 50. týden 2019","2019-W50","31.66","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 51. týden 2019","2019-W51","31.61","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 02. týden 2020","2020-W02","31.85","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 03. týden 2020","2020-W03","32.05","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 04. týden 2020","2020-W04","31.94","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 05. týden 2020","2020-W05","31.83","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 06. týden 2020","2020-W06","31.63","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 07. týden 2020","2020-W07","31.37","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 08. týden 2020","2020-W08","31.28","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 09. týden 2020","2020-W09","31.21","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 10. týden 2020","2020-W10","31.08","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 11. týden 2020","2020-W11","30.64","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 12. týden 2020","2020-W12","29.85","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 13. týden 2020","2020-W13","28.64","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 14. týden 2020","2020-W14","27.92","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 15. týden 2020","2020-W15","27.305","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 17. týden 2020","2020-W17","26.73","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 18. týden 2020","2020-W18","26.14","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 19. týden 2020","2020-W19","25.75","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 20. týden 2020","2020-W20","25.6","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 21. týden 2020","2020-W21","25.76","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 22. týden 2020","2020-W22","25.94","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 23. týden 2020","2020-W23","25.99","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 24. týden 2020","2020-W24","26.14","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 25. týden 2020","2020-W25","26.27","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 26. týden 2020","2020-W26","26.42","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 27. týden 2020","2020-W27","26.82","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 28. týden 2020","2020-W28","27.25","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 29. týden 2020","2020-W29","27.38","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 30. týden 2020","2020-W30","27.62","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 31. týden 2020","2020-W31","27.67","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 32. týden 2020","2020-W32","27.66","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 33. týden 2020","2020-W33","27.61","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 34. týden 2020","2020-W34","27.55","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 35. týden 2020","2020-W35","27.46","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 36. týden 2020","2020-W36","27.44","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 37. týden 2020","2020-W37","27.38","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 38. týden 2020","2020-W38","27.19","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 39. týden 2020","2020-W39","27.08","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 40. týden 2020","2020-W40","27.01","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 41. týden 2020","2020-W41","27.089","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 42. týden 2020","2020-W42","27.13","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 43. týden 2020","2020-W43","27.18","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 44. týden 2020","2020-W44","27.27","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 45. týden 2020","2020-W45","27.26","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 46. týden 2020","2020-W46","27.12","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 47. týden 2020","2020-W47","27.07","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 48. týden 2020","2020-W48","27.2","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 49. týden 2020","2020-W49","27.2","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 50. týden 2020","2020-W50","27.35","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 51. týden 2020","2020-W51","27.55","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 01. týden 2021","2021-W01","27.54","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 02. týden 2021","2021-W02","27.38","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 03. týden 2021","2021-W03","27.48","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 04. týden 2021","2021-W04","27.5","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 05. týden 2021","2021-W05","27.51","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 06. týden 2021","2021-W06","27.71","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 07. týden 2021","2021-W07","27.83","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 08. týden 2021","2021-W08","27.91","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 09. týden 2021","2021-W09","28.27","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 10. týden 2021","2021-W10","28.69","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 11. týden 2021","2021-W11","29.38","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 12. týden 2021","2021-W12","29.63","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 13. týden 2021","2021-W13","29.72","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 15. týden 2021","2021-W15","29.67","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 16. týden 2021","2021-W16","29.66","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 17. týden 2021","2021-W17","29.66","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 18. týden 2021","2021-W18","29.67","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 19. týden 2021","2021-W19","29.88","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 20. týden 2021","2021-W20","30.07","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 21. týden 2021","2021-W21","30.09","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 22. týden 2021","2021-W22","30.09","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 23. týden 2021","2021-W23","30.25","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 24. týden 2021","2021-W24","30.4","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 25. týden 2021","2021-W25","30.61","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 26. týden 2021","2021-W26","30.88","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 28. týden 2021","2021-W28","31.53","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 29. týden 2021","2021-W29","31.63","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 30. týden 2021","2021-W30","31.66","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 31. týden 2021","2021-W31","31.67","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 32. týden 2021","2021-W32","31.64","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 33. týden 2021","2021-W33","31.63","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 34. týden 2021","2021-W34","31.64","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 35. týden 2021","2021-W35","31.62","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 36. týden 2021","2021-W36","31.61","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 37. týden 2021","2021-W37","31.74","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 38. týden 2021","2021-W38","31.82","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 39. týden 2021","2021-W39","32.07","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 40. týden 2021","2021-W40","32.72","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 41. týden 2021","2021-W41","33.97","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 42. týden 2021","2021-W42","34.77","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 43. týden 2021","2021-W43","35.49","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 44. týden 2021","2021-W44","35.91","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 45. týden 2021","2021-W45","36.1","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 46. týden 2021","2021-W46","36.13","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 47. týden 2021","2021-W47","36.03","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 48. týden 2021","2021-W48","35.86","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 49. týden 2021","2021-W49","35.69","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 50. týden 2021","2021-W50","35.39","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 01. týden 2022","2022-W01","35.01","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 02. týden 2022","2022-W02","34.94","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 03. týden 2022","2022-W03","35.04","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 04. týden 2022","2022-W04","35.23","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 05. týden 2022","2022-W05","35.44","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 06. týden 2022","2022-W06","35.87","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 07. týden 2022","2022-W07","36.18","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 08. týden 2022","2022-W08","36.47","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 09. týden 2022","2022-W09","38.18","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 10. týden 2022","2022-W10","46.02","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 11. týden 2022","2022-W11","49.21","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 12. týden 2022","2022-W12","45.89","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 13. týden 2022","2022-W13","47.25","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 14. týden 2022","2022-W14","46.84","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 15. týden 2022","2022-W15","45.41","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 16. týden 2022","2022-W16","44.58","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 17. týden 2022","2022-W17","44.7","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 18. týden 2022","2022-W18","45.14","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 19. týden 2022","2022-W19","46.39","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 20. týden 2022","2022-W20","46.24","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 21. týden 2022","2022-W21","46.14","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 22. týden 2022","2022-W22","46.03","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 23. týden 2022","2022-W23","45.32","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 24. týden 2022","2022-W24","46.62","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 25. týden 2022","2022-W25","47.83","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 26. týden 2022","2022-W26","48.19","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 27. týden 2022","2022-W27","48.02","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 28. týden 2022","2022-W28","47.7","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 29. týden 2022","2022-W29","47.18","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 30. týden 2022","2022-W30","46.48","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 31. týden 2022","2022-W31","45.39","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 32. týden 2022","2022-W32","44.01","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 33. týden 2022","2022-W33","42.52","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 34. týden 2022","2022-W34","42.36","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 35. týden 2022","2022-W35","44.96","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 36. týden 2022","2022-W36","45.48","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 37. týden 2022","2022-W37","44.75","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 38. týden 2022","2022-W38","44.19","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 39. týden 2022","2022-W39","43.1","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 40. týden 2022","2022-W40","42.95","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 41. týden 2022","2022-W41","44.33","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 42. týden 2022","2022-W42","46.48","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 43. týden 2022","2022-W43","47.35","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 44. týden 2022","2022-W44","47.18","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 45. týden 2022","2022-W45","46.3","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 46. týden 2022","2022-W46","45.05","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 47. týden 2022","2022-W47","43.28","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 48. týden 2022","2022-W48","41.46","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 49. týden 2022","2022-W49","40.06","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 50. týden 2022","2022-W50","38.34","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 51. týden 2022","2022-W51","37.9","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 01. týden 2023","2023-W01","37.8","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 02. týden 2023","2023-W02","37.44","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 03. týden 2023","2023-W03","37.32","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 04. týden 2023","2023-W04","37.27","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 05. týden 2023","2023-W05","37.6","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101","Česko","CZ"," 06. týden 2023","2023-W06","37.67","koruna česká","Kč"
