"Ukazatel","IndicatorType","Klasifikace API","APIZZ","Typ indexu","TYPUDAJEZEM4","Měsíce, jejich kumulace, čtvrtletí, roky","CASMKMQR","Území","Uz0","Hodnota"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","3. čtvrtletí 2022","2022-Q3","Česko","CZ","94.2"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","leden - říjen 2022","2022-10K","Česko","CZ","101.4"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","leden - listopad 2022","2022-11K","Česko","CZ","101.8"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","leden - prosinec 2022","2022-12K","Česko","CZ","101.7"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","4. čtvrtletí 2022","2022-Q4","Česko","CZ","100.3"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","2022","2022","Česko","CZ","101.7"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","leden 2023","2023-01","Česko","CZ","101.4"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","leden 2023","2023-01K","Česko","CZ","101.4"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","leden - únor 2023","2023-02K","Česko","CZ","99.9"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","leden - březen 2023","2023-03K","Česko","CZ","98.1"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","1. čtvrtletí 2023","2023-Q1","Česko","CZ","98.1"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","leden - duben 2023","2023-04K","Česko","CZ","97.3"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","leden - květen 2023","2023-05K","Česko","CZ","96.7"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","leden - červen 2023","2023-06K","Česko","CZ","97.4"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","2. čtvrtletí 2023","2023-Q2","Česko","CZ","96.7"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","leden - červenec 2023","2023-07K","Česko","CZ","96.6"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","leden - srpen 2023","2023-08K","Česko","CZ","96.3"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","leden - září 2023","2023-09K","Česko","CZ","97.3"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","3. čtvrtletí 2023","2023-Q3","Česko","CZ","97.2"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","leden - říjen 2023","2023-10K","Česko","CZ","97.1"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","leden - listopad 2023","2023-11K","Česko","CZ","97.3"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","leden - prosinec 2023","2023-12K","Česko","CZ","97.6"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","4. čtvrtletí 2023","2023-Q4","Česko","CZ","98.4"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","2023","2023","Česko","CZ","97.6"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","leden 2024","2024-01","Česko","CZ","99.1"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","leden 2024","2024-01K","Česko","CZ","99.1"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","leden - únor 2024","2024-02K","Česko","CZ","99.1"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","leden - březen 2024","2024-03K","Česko","CZ","98.8"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","1. čtvrtletí 2024","2024-Q1","Česko","CZ","98.8"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","leden - duben 2024","2024-04K","Česko","CZ","98.8"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","leden - květen 2024","2024-05K","Česko","CZ","98.9"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","leden - červen 2024","2024-06K","Česko","CZ","99.8"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","2. čtvrtletí 2024","2024-Q2","Česko","CZ","100.8"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","leden - červenec 2024","2024-07K","Česko","CZ","99.5"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","leden - srpen 2024","2024-08K","Česko","CZ","99.5"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","leden - září 2024","2024-09K","Česko","CZ","100"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","3. čtvrtletí 2024","2024-Q3","Česko","CZ","100.5"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","leden - říjen 2024","2024-10K","Česko","CZ","100.2"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","leden - listopad 2024","2024-11K","Česko","CZ","100.4"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","leden - prosinec 2024","2024-12K","Česko","CZ","100.4"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","4. čtvrtletí 2024","2024-Q4","Česko","CZ","101.4"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","2024","2024","Česko","CZ","100.4"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","leden 2025","2025-01","Česko","CZ","101.8"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","leden 2025","2025-01K","Česko","CZ","101.8"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","leden - únor 2025","2025-02K","Česko","CZ","101.8"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","leden - březen 2025","2025-03K","Česko","CZ","101.8"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","1. čtvrtletí 2025","2025-Q1","Česko","CZ","101.8"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","leden - duben 2025","2025-04K","Česko","CZ","101.4"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","leden - květen 2025","2025-05K","Česko","CZ","101"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","leden - červen 2025","2025-06K","Česko","CZ","100.7"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","2. čtvrtletí 2025","2025-Q2","Česko","CZ","99.6"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","leden - červenec 2025","2025-07K","Česko","CZ","100"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","leden - srpen 2025","2025-08K","Česko","CZ","99.5"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","leden - září 2025","2025-09K","Česko","CZ","99.7"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","3. čtvrtletí 2025","2025-Q3","Česko","CZ","97.6"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","leden - říjen 2025","2025-10K","Česko","CZ","99.3"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","leden - listopad 2025","2025-11K","Česko","CZ","99.2"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","leden - prosinec 2025","2025-12K","Česko","CZ","99.1"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","4. čtvrtletí 2025","2025-Q4","Česko","CZ","97.6"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","2025","2025","Česko","CZ","99.1"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","leden 2026","2026-01","Česko","CZ","99"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","leden 2026","2026-01K","Česko","CZ","99"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","leden - únor 2026","2026-02K","Česko","CZ","99.6"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","leden - březen 2026","2026-03K","Česko","CZ","100"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","1. čtvrtletí 2026","2026-Q1","Česko","CZ","100"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","leden - duben 2026","2026-04K","Česko","CZ","100"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","leden - květen 2026","2026-05K","Česko","CZ","100.1"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","leden - červen 2026","2026-06K","Česko","CZ","100.3"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","2. čtvrtletí 2026","2026-Q2","Česko","CZ","100.7"
"Index cen zemědělských výrobců","6145","Rostlinná výroba (bez ovoce a zeleniny)","101000","Průměrné tempo růstu","TR","leden - červenec 2026","2026-07K","Česko","CZ","100"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","leden 2010","2010-01","Česko","CZ","105.4"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","leden 2010","2010-01K","Česko","CZ","105.4"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","únor 2010","2010-02","Česko","CZ","106.2"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","březen 2010","2010-03","Česko","CZ","109.3"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","duben 2010","2010-04","Česko","CZ","116.2"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","květen 2010","2010-05","Česko","CZ","99.7"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","červen 2010","2010-06","Česko","CZ","93.7"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","červenec 2010","2010-07","Česko","CZ","86.6"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","srpen 2010","2010-08","Česko","CZ","99.8"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","září 2010","2010-09","Česko","CZ","102.9"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","říjen 2010","2010-10","Česko","CZ","102.8"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","listopad 2010","2010-11","Česko","CZ","99"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","prosinec 2010","2010-12","Česko","CZ","112.5"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","leden 2011","2011-01","Česko","CZ","110.1"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","leden 2011","2011-01K","Česko","CZ","110.1"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","únor 2011","2011-02","Česko","CZ","91.6"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","březen 2011","2011-03","Česko","CZ","102.4"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","duben 2011","2011-04","Česko","CZ","114.6"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","květen 2011","2011-05","Česko","CZ","99.6"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","červen 2011","2011-06","Česko","CZ","86.5"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","červenec 2011","2011-07","Česko","CZ","85.3"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","srpen 2011","2011-08","Česko","CZ","90.4"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","září 2011","2011-09","Česko","CZ","107.4"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","říjen 2011","2011-10","Česko","CZ","104.1"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","listopad 2011","2011-11","Česko","CZ","95.3"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","prosinec 2011","2011-12","Česko","CZ","90.1"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","leden 2012","2012-01","Česko","CZ","95.3"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","leden 2012","2012-01K","Česko","CZ","95.3"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","únor 2012","2012-02","Česko","CZ","98.2"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","březen 2012","2012-03","Česko","CZ","127.4"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","duben 2012","2012-04","Česko","CZ","85.7"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","květen 2012","2012-05","Česko","CZ","120.6"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","červen 2012","2012-06","Česko","CZ","102.3"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","červenec 2012","2012-07","Česko","CZ","101.6"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","srpen 2012","2012-08","Česko","CZ","97"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","září 2012","2012-09","Česko","CZ","80.1"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","říjen 2012","2012-10","Česko","CZ","118.5"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","listopad 2012","2012-11","Česko","CZ","115.4"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","prosinec 2012","2012-12","Česko","CZ","87.6"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","leden 2013","2013-01","Česko","CZ","100"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","leden 2013","2013-01K","Česko","CZ","100"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","únor 2013","2013-02","Česko","CZ","94.9"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","březen 2013","2013-03","Česko","CZ","122.5"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","duben 2013","2013-04","Česko","CZ","100"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","květen 2013","2013-05","Česko","CZ","89.2"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","červen 2013","2013-06","Česko","CZ","108.1"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","červenec 2013","2013-07","Česko","CZ","104.9"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","srpen 2013","2013-08","Česko","CZ","93.1"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","září 2013","2013-09","Česko","CZ","93.1"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","říjen 2013","2013-10","Česko","CZ","104.8"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","listopad 2013","2013-11","Česko","CZ","98"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","prosinec 2013","2013-12","Česko","CZ","102.8"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","leden 2014","2014-01","Česko","CZ","95.8"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","leden 2014","2014-01K","Česko","CZ","95.8"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","únor 2014","2014-02","Česko","CZ","108"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","březen 2014","2014-03","Česko","CZ","113.9"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","duben 2014","2014-04","Česko","CZ","101"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","květen 2014","2014-05","Česko","CZ","90.9"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","červen 2014","2014-06","Česko","CZ","79.9"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","červenec 2014","2014-07","Česko","CZ","110.1"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","srpen 2014","2014-08","Česko","CZ","86.6"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","září 2014","2014-09","Česko","CZ","100.2"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","říjen 2014","2014-10","Česko","CZ","106"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","listopad 2014","2014-11","Česko","CZ","96.1"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","prosinec 2014","2014-12","Česko","CZ","89.6"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","leden 2015","2015-01","Česko","CZ","107.2"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","leden 2015","2015-01K","Česko","CZ","107.2"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","únor 2015","2015-02","Česko","CZ","117.3"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","březen 2015","2015-03","Česko","CZ","112.7"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","duben 2015","2015-04","Česko","CZ","101.4"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","květen 2015","2015-05","Česko","CZ","97.9"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","červen 2015","2015-06","Česko","CZ","116"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","červenec 2015","2015-07","Česko","CZ","103.5"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","srpen 2015","2015-08","Česko","CZ","92.2"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","září 2015","2015-09","Česko","CZ","107.2"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","říjen 2015","2015-10","Česko","CZ","100.2"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","listopad 2015","2015-11","Česko","CZ","84.4"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","prosinec 2015","2015-12","Česko","CZ","108"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","leden 2016","2016-01","Česko","CZ","102.2"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","leden 2016","2016-01K","Česko","CZ","102.2"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","únor 2016","2016-02","Česko","CZ","111.8"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","březen 2016","2016-03","Česko","CZ","72.9"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","duben 2016","2016-04","Česko","CZ","103.7"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","květen 2016","2016-05","Česko","CZ","122.2"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","červen 2016","2016-06","Česko","CZ","104.6"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","červenec 2016","2016-07","Česko","CZ","98.5"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","srpen 2016","2016-08","Česko","CZ","87.7"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","září 2016","2016-09","Česko","CZ","102"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","říjen 2016","2016-10","Česko","CZ","109.6"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","listopad 2016","2016-11","Česko","CZ","80.5"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","prosinec 2016","2016-12","Česko","CZ","88.3"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","leden 2017","2017-01","Česko","CZ","103.1"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","leden 2017","2017-01K","Česko","CZ","103.1"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","únor 2017","2017-02","Česko","CZ","97.9"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","březen 2017","2017-03","Česko","CZ","128.1"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","duben 2017","2017-04","Česko","CZ","98.2"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","květen 2017","2017-05","Česko","CZ","109"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","červen 2017","2017-06","Česko","CZ","111.1"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","červenec 2017","2017-07","Česko","CZ","97.7"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","srpen 2017","2017-08","Česko","CZ","94.5"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","září 2017","2017-09","Česko","CZ","103.8"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","říjen 2017","2017-10","Česko","CZ","94.4"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","listopad 2017","2017-11","Česko","CZ","98.3"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","prosinec 2017","2017-12","Česko","CZ","92"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","leden 2018","2018-01","Česko","CZ","118.8"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","leden 2018","2018-01K","Česko","CZ","118.8"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","únor 2018","2018-02","Česko","CZ","89.9"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","březen 2018","2018-03","Česko","CZ","111.7"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","duben 2018","2018-04","Česko","CZ","89.2"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","květen 2018","2018-05","Česko","CZ","139.1"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","červen 2018","2018-06","Česko","CZ","99.3"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","červenec 2018","2018-07","Česko","CZ","74.2"
"Index cen zemědělských výrobců","6145","Ovoce a zelenina","102000","Meziměsíční index","IM","srpen 2018","2018-08","Česko","CZ","99.7"
