"Ukazatel","IndicatorType","Reprezentant","REPRCENZEM","Měsíce, jejich kumulace, čtvrtletí, roky","CASMKMQR","ČR a kraje-Stát","UZ02HU.STAT","ČR a kraje-Kraj","UZ02HU.KRAJ","Hodnota","MJ_TEXT","MJ_SYMBOL"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","březen 2012","2012-03","Česko","CZ","","","5085.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","leden - březen 2012","2012-03K","Česko","CZ","","","4903.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","duben 2012","2012-04","Česko","CZ","","","5011.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","leden - duben 2012","2012-04K","Česko","CZ","","","4930.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","květen 2012","2012-05","Česko","CZ","","","5099.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","leden - květen 2012","2012-05K","Česko","CZ","","","4964.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","červen 2012","2012-06","Česko","CZ","","","5005.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","leden - červen 2012","2012-06K","Česko","CZ","","","4971.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","červenec 2012","2012-07","Česko","CZ","","","5000.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","leden - červenec 2012","2012-07K","Česko","CZ","","","4975.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","srpen 2012","2012-08","Česko","CZ","","","5358.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","leden - srpen 2012","2012-08K","Česko","CZ","","","5023.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","září 2012","2012-09","Česko","CZ","","","5160.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","leden - září 2012","2012-09K","Česko","CZ","","","5038.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","říjen 2012","2012-10","Česko","CZ","","","5264.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","leden - říjen 2012","2012-10K","Česko","CZ","","","5061.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","listopad 2012","2012-11","Česko","CZ","","","5318.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","leden - listopad 2012","2012-11K","Česko","CZ","","","5084.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","prosinec 2012","2012-12","Česko","CZ","","","5372.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","leden - prosinec 2012","2012-12K","Česko","CZ","","","5108.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","2012","2012","Česko","CZ","","","5108.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","leden 2013","2013-01","Česko","CZ","","","5543.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","leden 2013","2013-01K","Česko","CZ","","","5543.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","únor 2013","2013-02","Česko","CZ","","","5420.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","leden - únor 2013","2013-02K","Česko","CZ","","","5482.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","březen 2013","2013-03","Česko","CZ","","","5324.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","leden - březen 2013","2013-03K","Česko","CZ","","","5429.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","duben 2013","2013-04","Česko","CZ","","","5378.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","leden - duben 2013","2013-04K","Česko","CZ","","","5416.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","květen 2013","2013-05","Česko","CZ","","","5282.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","leden - květen 2013","2013-05K","Česko","CZ","","","5389.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","červen 2013","2013-06","Česko","CZ","","","5413.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","leden - červen 2013","2013-06K","Česko","CZ","","","5393.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","červenec 2013","2013-07","Česko","CZ","","","5314.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","leden - červenec 2013","2013-07K","Česko","CZ","","","5382.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","srpen 2013","2013-08","Česko","CZ","","","3844.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","leden - srpen 2013","2013-08K","Česko","CZ","","","5190.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","září 2013","2013-09","Česko","CZ","","","3351.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","leden - září 2013","2013-09K","Česko","CZ","","","4985.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","říjen 2013","2013-10","Česko","CZ","","","3678.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","leden - říjen 2013","2013-10K","Česko","CZ","","","4855.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","listopad 2013","2013-11","Česko","CZ","","","3470.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","leden - listopad 2013","2013-11K","Česko","CZ","","","4729.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","prosinec 2013","2013-12","Česko","CZ","","","3440.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","leden - prosinec 2013","2013-12K","Česko","CZ","","","4621.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","2013","2013","Česko","CZ","","","4621.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","leden 2014","2014-01","Česko","CZ","","","3438.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","leden 2014","2014-01K","Česko","CZ","","","3438.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","únor 2014","2014-02","Česko","CZ","","","3624.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","leden - únor 2014","2014-02K","Česko","CZ","","","3531.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","březen 2014","2014-03","Česko","CZ","","","3826.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","leden - březen 2014","2014-03K","Česko","CZ","","","3629.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","duben 2014","2014-04","Česko","CZ","","","3918.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","leden - duben 2014","2014-04K","Česko","CZ","","","3702.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","květen 2014","2014-05","Česko","CZ","","","4175.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","leden - květen 2014","2014-05K","Česko","CZ","","","3796.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","červen 2014","2014-06","Česko","CZ","","","4200.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","leden - červen 2014","2014-06K","Česko","CZ","","","3864.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","červenec 2014","2014-07","Česko","CZ","","","4214.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","leden - červenec 2014","2014-07K","Česko","CZ","","","3914.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","srpen 2014","2014-08","Česko","CZ","","","4100.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","leden - srpen 2014","2014-08K","Česko","CZ","","","3937.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","září 2014","2014-09","Česko","CZ","","","3799.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","leden - září 2014","2014-09K","Česko","CZ","","","3922.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","říjen 2014","2014-10","Česko","CZ","","","4123.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","leden - říjen 2014","2014-10K","Česko","CZ","","","3942.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","listopad 2014","2014-11","Česko","CZ","","","3935.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","leden - listopad 2014","2014-11K","Česko","CZ","","","3941.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","prosinec 2014","2014-12","Česko","CZ","","","3818.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","leden - prosinec 2014","2014-12K","Česko","CZ","","","3931.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","2014","2014","Česko","CZ","","","3931.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","leden 2015","2015-01","Česko","CZ","","","3712.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","leden 2015","2015-01K","Česko","CZ","","","3712.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","únor 2015","2015-02","Česko","CZ","","","4055.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","leden - únor 2015","2015-02K","Česko","CZ","","","3884.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","březen 2015","2015-03","Česko","CZ","","","3998.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","leden - březen 2015","2015-03K","Česko","CZ","","","3922.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","duben 2015","2015-04","Česko","CZ","","","4068.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","leden - duben 2015","2015-04K","Česko","CZ","","","3958.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","květen 2015","2015-05","Česko","CZ","","","4024.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","leden - květen 2015","2015-05K","Česko","CZ","","","3971.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","červen 2015","2015-06","Česko","CZ","","","4028.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","leden - červen 2015","2015-06K","Česko","CZ","","","3981.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","červenec 2015","2015-07","Česko","CZ","","","4047.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","leden - červenec 2015","2015-07K","Česko","CZ","","","3990.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","srpen 2015","2015-08","Česko","CZ","","","3927.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","leden - srpen 2015","2015-08K","Česko","CZ","","","3982.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","září 2015","2015-09","Česko","CZ","","","3740.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","leden - září 2015","2015-09K","Česko","CZ","","","3955.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","říjen 2015","2015-10","Česko","CZ","","","3777.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","leden - říjen 2015","2015-10K","Česko","CZ","","","3938.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Žito potravinářské [t]","1031","listopad 2015","2015-11","Česko","CZ","","","3780.0","koruna česká","Kč"
