"Ukazatel","IndicatorType","Reprezentant","REPRCENZEM","Měsíce, jejich kumulace, čtvrtletí, roky","CASMKMQR","ČR a kraje-Stát","UZ02HU.STAT","ČR a kraje-Kraj","UZ02HU.KRAJ","Hodnota","MJ_TEXT","MJ_SYMBOL"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","srpen 2021","2021-08","Česko","CZ","Pardubický kraj","CZ053","31259.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","srpen 2021","2021-08","Česko","CZ","Kraj Vysočina","CZ063","32476.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","srpen 2021","2021-08","Česko","CZ","Jihomoravský kraj","CZ064","31059.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","srpen 2021","2021-08","Česko","CZ","Olomoucký kraj","CZ071","29202.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","srpen 2021","2021-08","Česko","CZ","Zlínský kraj","CZ072","29554.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","srpen 2021","2021-08","Česko","CZ","Moravskoslezský kraj","CZ080","30981.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","leden - srpen 2021","2021-08K","Česko","CZ","","","29635.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","září 2021","2021-09","Česko","CZ","","","32257.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","září 2021","2021-09","Česko","CZ","Středočeský kraj","CZ020","33100.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","září 2021","2021-09","Česko","CZ","Jihočeský kraj","CZ031","32971.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","září 2021","2021-09","Česko","CZ","Plzeňský kraj","CZ032","34918.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","září 2021","2021-09","Česko","CZ","Liberecký kraj","CZ051","29639.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","září 2021","2021-09","Česko","CZ","Královéhradecký kraj","CZ052","31160.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","září 2021","2021-09","Česko","CZ","Pardubický kraj","CZ053","32216.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","září 2021","2021-09","Česko","CZ","Kraj Vysočina","CZ063","33103.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","září 2021","2021-09","Česko","CZ","Jihomoravský kraj","CZ064","30613.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","září 2021","2021-09","Česko","CZ","Olomoucký kraj","CZ071","29601.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","září 2021","2021-09","Česko","CZ","Zlínský kraj","CZ072","30514.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","září 2021","2021-09","Česko","CZ","Moravskoslezský kraj","CZ080","30312.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","leden - září 2021","2021-09K","Česko","CZ","","","29926.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","říjen 2021","2021-10","Česko","CZ","","","32543.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","říjen 2021","2021-10","Česko","CZ","Středočeský kraj","CZ020","33385.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","říjen 2021","2021-10","Česko","CZ","Jihočeský kraj","CZ031","32880.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","říjen 2021","2021-10","Česko","CZ","Plzeňský kraj","CZ032","32850.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","říjen 2021","2021-10","Česko","CZ","Ústecký kraj","CZ042","33330.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","říjen 2021","2021-10","Česko","CZ","Liberecký kraj","CZ051","37820.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","říjen 2021","2021-10","Česko","CZ","Královéhradecký kraj","CZ052","32866.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","říjen 2021","2021-10","Česko","CZ","Pardubický kraj","CZ053","29763.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","říjen 2021","2021-10","Česko","CZ","Kraj Vysočina","CZ063","34231.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","říjen 2021","2021-10","Česko","CZ","Jihomoravský kraj","CZ064","32610.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","říjen 2021","2021-10","Česko","CZ","Olomoucký kraj","CZ071","30167.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","říjen 2021","2021-10","Česko","CZ","Zlínský kraj","CZ072","30102.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","říjen 2021","2021-10","Česko","CZ","Moravskoslezský kraj","CZ080","31116.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","leden - říjen 2021","2021-10K","Česko","CZ","","","30188.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","listopad 2021","2021-11","Česko","CZ","","","33097.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","listopad 2021","2021-11","Česko","CZ","Středočeský kraj","CZ020","35322.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","listopad 2021","2021-11","Česko","CZ","Jihočeský kraj","CZ031","35281.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","listopad 2021","2021-11","Česko","CZ","Plzeňský kraj","CZ032","35954.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","listopad 2021","2021-11","Česko","CZ","Liberecký kraj","CZ051","32816.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","listopad 2021","2021-11","Česko","CZ","Královéhradecký kraj","CZ052","30287.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","listopad 2021","2021-11","Česko","CZ","Pardubický kraj","CZ053","31825.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","listopad 2021","2021-11","Česko","CZ","Kraj Vysočina","CZ063","33994.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","listopad 2021","2021-11","Česko","CZ","Jihomoravský kraj","CZ064","34009.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","listopad 2021","2021-11","Česko","CZ","Olomoucký kraj","CZ071","28925.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","listopad 2021","2021-11","Česko","CZ","Zlínský kraj","CZ072","31586.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","listopad 2021","2021-11","Česko","CZ","Moravskoslezský kraj","CZ080","32153.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","leden - listopad 2021","2021-11K","Česko","CZ","","","30452.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","prosinec 2021","2021-12","Česko","CZ","","","32960.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","prosinec 2021","2021-12","Česko","CZ","Středočeský kraj","CZ020","36000.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","prosinec 2021","2021-12","Česko","CZ","Jihočeský kraj","CZ031","34508.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","prosinec 2021","2021-12","Česko","CZ","Plzeňský kraj","CZ032","35016.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","prosinec 2021","2021-12","Česko","CZ","Karlovarský kraj","CZ041","37143.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","prosinec 2021","2021-12","Česko","CZ","Ústecký kraj","CZ042","27476.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","prosinec 2021","2021-12","Česko","CZ","Královéhradecký kraj","CZ052","31191.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","prosinec 2021","2021-12","Česko","CZ","Pardubický kraj","CZ053","30790.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","prosinec 2021","2021-12","Česko","CZ","Kraj Vysočina","CZ063","33924.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","prosinec 2021","2021-12","Česko","CZ","Jihomoravský kraj","CZ064","32753.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","prosinec 2021","2021-12","Česko","CZ","Olomoucký kraj","CZ071","30612.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","prosinec 2021","2021-12","Česko","CZ","Zlínský kraj","CZ072","32878.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","prosinec 2021","2021-12","Česko","CZ","Moravskoslezský kraj","CZ080","30340.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","leden - prosinec 2021","2021-12K","Česko","CZ","","","30661.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","2021","2021","Česko","CZ","","","30661.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","leden 2022","2022-01","Česko","CZ","","","33361.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","leden 2022","2022-01","Česko","CZ","Středočeský kraj","CZ020","33571.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","leden 2022","2022-01","Česko","CZ","Jihočeský kraj","CZ031","35187.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","leden 2022","2022-01","Česko","CZ","Plzeňský kraj","CZ032","34741.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","leden 2022","2022-01","Česko","CZ","Liberecký kraj","CZ051","31199.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","leden 2022","2022-01","Česko","CZ","Královéhradecký kraj","CZ052","31836.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","leden 2022","2022-01","Česko","CZ","Pardubický kraj","CZ053","33722.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","leden 2022","2022-01","Česko","CZ","Kraj Vysočina","CZ063","34134.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","leden 2022","2022-01","Česko","CZ","Jihomoravský kraj","CZ064","33182.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","leden 2022","2022-01","Česko","CZ","Olomoucký kraj","CZ071","31075.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","leden 2022","2022-01","Česko","CZ","Zlínský kraj","CZ072","32026.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","leden 2022","2022-01","Česko","CZ","Moravskoslezský kraj","CZ080","32841.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","leden 2022","2022-01K","Česko","CZ","","","33361.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","leden 2022","2022-01K","Česko","CZ","Středočeský kraj","CZ020","33571.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","leden 2022","2022-01K","Česko","CZ","Jihočeský kraj","CZ031","35187.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","leden 2022","2022-01K","Česko","CZ","Plzeňský kraj","CZ032","34741.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","leden 2022","2022-01K","Česko","CZ","Liberecký kraj","CZ051","31199.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","leden 2022","2022-01K","Česko","CZ","Královéhradecký kraj","CZ052","31836.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","leden 2022","2022-01K","Česko","CZ","Pardubický kraj","CZ053","33722.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","leden 2022","2022-01K","Česko","CZ","Kraj Vysočina","CZ063","34134.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","leden 2022","2022-01K","Česko","CZ","Jihomoravský kraj","CZ064","33182.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","leden 2022","2022-01K","Česko","CZ","Olomoucký kraj","CZ071","31075.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","leden 2022","2022-01K","Česko","CZ","Zlínský kraj","CZ072","32026.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","leden 2022","2022-01K","Česko","CZ","Moravskoslezský kraj","CZ080","32841.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","únor 2022","2022-02","Česko","CZ","","","33809.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","únor 2022","2022-02","Česko","CZ","Středočeský kraj","CZ020","34942.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","únor 2022","2022-02","Česko","CZ","Jihočeský kraj","CZ031","34783.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","únor 2022","2022-02","Česko","CZ","Plzeňský kraj","CZ032","33842.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","únor 2022","2022-02","Česko","CZ","Karlovarský kraj","CZ041","34731.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","únor 2022","2022-02","Česko","CZ","Ústecký kraj","CZ042","29570.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","únor 2022","2022-02","Česko","CZ","Královéhradecký kraj","CZ052","34341.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","únor 2022","2022-02","Česko","CZ","Pardubický kraj","CZ053","34155.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","únor 2022","2022-02","Česko","CZ","Kraj Vysočina","CZ063","35775.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","únor 2022","2022-02","Česko","CZ","Jihomoravský kraj","CZ064","31104.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","únor 2022","2022-02","Česko","CZ","Olomoucký kraj","CZ071","31664.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","únor 2022","2022-02","Česko","CZ","Zlínský kraj","CZ072","30388.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","únor 2022","2022-02","Česko","CZ","Moravskoslezský kraj","CZ080","32304.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","leden - únor 2022","2022-02K","Česko","CZ","","","33585.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","březen 2022","2022-03","Česko","CZ","","","36055.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","březen 2022","2022-03","Česko","CZ","Středočeský kraj","CZ020","35569.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","březen 2022","2022-03","Česko","CZ","Jihočeský kraj","CZ031","38612.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","březen 2022","2022-03","Česko","CZ","Plzeňský kraj","CZ032","39281.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","březen 2022","2022-03","Česko","CZ","Liberecký kraj","CZ051","30600.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","březen 2022","2022-03","Česko","CZ","Královéhradecký kraj","CZ052","34684.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","březen 2022","2022-03","Česko","CZ","Pardubický kraj","CZ053","36018.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","březen 2022","2022-03","Česko","CZ","Kraj Vysočina","CZ063","39343.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","březen 2022","2022-03","Česko","CZ","Jihomoravský kraj","CZ064","33051.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","březen 2022","2022-03","Česko","CZ","Olomoucký kraj","CZ071","31668.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","březen 2022","2022-03","Česko","CZ","Zlínský kraj","CZ072","33390.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","březen 2022","2022-03","Česko","CZ","Moravskoslezský kraj","CZ080","33202.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","leden - březen 2022","2022-03K","Česko","CZ","","","34408.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","duben 2022","2022-04","Česko","CZ","","","38960.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","duben 2022","2022-04","Česko","CZ","Středočeský kraj","CZ020","39402.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","duben 2022","2022-04","Česko","CZ","Jihočeský kraj","CZ031","45523.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","duben 2022","2022-04","Česko","CZ","Plzeňský kraj","CZ032","41320.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","duben 2022","2022-04","Česko","CZ","Ústecký kraj","CZ042","34236.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","duben 2022","2022-04","Česko","CZ","Královéhradecký kraj","CZ052","35783.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","duben 2022","2022-04","Česko","CZ","Pardubický kraj","CZ053","38428.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","duben 2022","2022-04","Česko","CZ","Kraj Vysočina","CZ063","39952.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","duben 2022","2022-04","Česko","CZ","Jihomoravský kraj","CZ064","38803.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","duben 2022","2022-04","Česko","CZ","Olomoucký kraj","CZ071","35027.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","duben 2022","2022-04","Česko","CZ","Zlínský kraj","CZ072","37262.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","duben 2022","2022-04","Česko","CZ","Moravskoslezský kraj","CZ080","35181.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","leden - duben 2022","2022-04K","Česko","CZ","","","35546.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","květen 2022","2022-05","Česko","CZ","","","41901.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","květen 2022","2022-05","Česko","CZ","Středočeský kraj","CZ020","42280.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","květen 2022","2022-05","Česko","CZ","Jihočeský kraj","CZ031","45338.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","květen 2022","2022-05","Česko","CZ","Plzeňský kraj","CZ032","45184.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","květen 2022","2022-05","Česko","CZ","Královéhradecký kraj","CZ052","38959.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","květen 2022","2022-05","Česko","CZ","Pardubický kraj","CZ053","38572.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","květen 2022","2022-05","Česko","CZ","Kraj Vysočina","CZ063","43345.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","květen 2022","2022-05","Česko","CZ","Jihomoravský kraj","CZ064","39635.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","květen 2022","2022-05","Česko","CZ","Olomoucký kraj","CZ071","43232.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","květen 2022","2022-05","Česko","CZ","Zlínský kraj","CZ072","41582.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","květen 2022","2022-05","Česko","CZ","Moravskoslezský kraj","CZ080","39210.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","leden - květen 2022","2022-05K","Česko","CZ","","","36817.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","červen 2022","2022-06","Česko","CZ","","","42799.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","červen 2022","2022-06","Česko","CZ","Středočeský kraj","CZ020","42913.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","červen 2022","2022-06","Česko","CZ","Jihočeský kraj","CZ031","46450.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","červen 2022","2022-06","Česko","CZ","Plzeňský kraj","CZ032","43902.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","červen 2022","2022-06","Česko","CZ","Karlovarský kraj","CZ041","44360.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","červen 2022","2022-06","Česko","CZ","Královéhradecký kraj","CZ052","43418.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","červen 2022","2022-06","Česko","CZ","Pardubický kraj","CZ053","42715.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","červen 2022","2022-06","Česko","CZ","Kraj Vysočina","CZ063","42407.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","červen 2022","2022-06","Česko","CZ","Jihomoravský kraj","CZ064","43252.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","červen 2022","2022-06","Česko","CZ","Olomoucký kraj","CZ071","39833.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","červen 2022","2022-06","Česko","CZ","Zlínský kraj","CZ072","40141.0","koruna česká","Kč"
