dataset,freq,indic,s_adj,geo,time,value,status
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2015-04,32.5,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2015-05,32.6,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2015-06,32.7,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2015-07,32.7,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2015-08,32.7,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2015-09,32.7,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2015-10,33.3,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2015-11,32.9,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2015-12,33.2,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2016-01,32.5,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2016-02,32.8,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2016-03,32.5,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2016-04,32.3,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2016-05,32.8,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2016-06,32.7,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2016-07,32.8,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2016-08,33.1,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2016-09,33.4,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2016-10,33.4,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2016-11,33.2,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2016-12,33.4,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2017-01,33.1,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2017-02,32.6,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2017-03,32.6,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2017-04,32.6,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2017-05,32.9,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2017-06,33.6,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2017-07,33.6,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2017-08,33.7,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2017-09,34.6,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2017-10,34.4,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2017-11,35.0,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2017-12,34.9,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2018-01,27.7,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2018-02,29.3,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2018-03,28.4,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2018-04,29.8,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2018-05,31.7,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2018-06,33.4,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2018-07,35.4,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2018-08,35.5,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2018-09,37.3,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2018-10,38.8,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2018-11,37.9,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2018-12,37.1,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2019-01,30.1,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2019-02,30.0,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2019-03,32.3,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2019-04,33.7,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2019-05,33.7,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2019-06,34.1,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2019-07,34.0,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2019-08,34.3,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2019-09,34.3,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2019-10,33.4,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2019-11,32.1,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2019-12,32.8,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2020-01,32.9,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2020-02,34.6,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2020-03,36.0,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2020-04,32.1,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2020-05,32.0,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2020-06,33.4,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2020-07,32.7,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2020-08,33.8,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2020-09,33.4,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2020-10,33.4,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2020-11,33.0,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2020-12,33.2,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2021-01,29.9,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2021-02,33.1,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2021-03,36.4,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2021-04,41.9,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2021-05,45.5,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2021-06,50.5,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2021-07,55.4,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2021-08,54.8,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2021-09,56.9,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2021-10,58.9,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2021-11,61.4,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2021-12,60.2,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2022-01,63.8,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2022-02,63.9,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2022-03,67.1,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2022-04,71.1,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2022-05,72.4,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2022-06,74.3,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2022-07,72.7,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2022-08,72.3,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2022-09,72.9,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2022-10,72.3,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2022-11,72.0,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2022-12,71.2,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2023-01,64.0,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2023-02,63.1,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2023-03,63.2,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2023-04,62.4,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2023-05,62.7,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2023-06,62.4,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2023-07,60.9,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2023-08,60.0,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2023-09,58.9,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2023-10,57.4,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2023-11,55.3,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2023-12,54.9,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2024-01,49.4,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2024-02,47.6,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2024-03,49.1,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2024-04,47.5,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2024-05,48.5,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2024-06,47.9,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2024-07,48.8,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2024-08,48.1,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2024-09,47.3,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2024-10,47.3,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2024-11,47.5,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2024-12,47.1,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2025-01,41.4,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2025-02,42.6,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2025-03,40.4,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2025-04,42.4,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2025-05,42.4,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2025-06,42.0,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2025-07,41.3,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2025-08,42.3,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2025-09,39.8,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2025-10,39.4,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2025-11,39.9,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2025-12,41.4,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2026-01,37.9,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2026-02,37.6,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2026-03,39.7,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2026-04,46.0,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2026-05,46.2,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2026-06,44.5,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2026-07,43.5,
ei_bsbu_m_r2,M,BS-FLBA5-PC,NSA,PL,2026-08,44.1,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1991-01,0.8,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1991-02,1.0,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1991-03,0.8,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1991-04,1.1,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1991-05,0.9,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1991-06,1.1,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1991-07,1.3,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1991-08,1.5,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1991-09,2.4,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1991-10,2.5,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1991-11,2.2,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1991-12,1.7,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1992-01,0.5,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1992-02,0.2,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1992-03,0.4,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1992-04,0.4,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1992-05,0.7,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1992-06,0.6,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1992-07,0.5,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1992-08,0.3,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1992-09,0.4,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1992-10,0.4,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1992-11,0.6,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1992-12,0.4,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1993-01,0.5,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1993-02,1.0,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1993-03,0.7,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1993-04,0.4,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1993-05,0.2,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1993-06,0.2,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1993-07,0.3,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1993-08,0.4,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1993-09,0.2,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1993-10,0.4,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1993-11,0.2,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1993-12,0.0,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1994-01,0.1,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1994-02,0.2,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1994-03,0.1,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1994-04,0.3,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1994-05,0.5,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1994-06,0.7,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1994-07,0.6,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1994-08,0.7,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1994-09,0.6,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1994-10,0.7,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1994-11,0.7,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1994-12,0.6,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1995-01,0.5,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1995-02,0.3,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1995-03,0.4,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1995-04,0.3,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1995-05,0.3,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1995-06,0.4,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1995-07,0.2,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1995-08,0.3,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1995-09,0.3,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1995-10,0.2,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1995-11,0.7,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1995-12,0.4,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1996-01,0.4,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1996-02,0.4,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1996-03,0.3,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1996-04,0.3,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1996-05,0.3,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1996-06,0.3,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1996-07,0.4,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1996-08,0.2,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1996-09,0.4,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1996-10,0.4,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1996-11,0.6,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1996-12,0.4,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1997-01,0.3,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1997-02,0.6,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1997-03,0.5,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1997-04,0.6,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1997-05,0.5,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1997-06,0.5,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1997-07,0.4,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1997-08,0.5,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1997-09,0.5,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1997-10,0.5,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1997-11,0.3,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1997-12,0.4,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1998-01,0.3,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1998-02,0.7,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1998-03,0.5,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1998-04,0.4,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1998-05,0.6,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1998-06,0.6,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1998-07,0.6,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1998-08,0.6,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1998-09,0.5,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1998-10,0.6,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1998-11,1.0,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1998-12,0.3,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1999-01,0.4,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1999-02,0.5,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1999-03,0.4,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1999-04,0.4,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1999-05,0.7,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1999-06,0.9,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1999-07,1.5,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1999-08,0.8,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1999-09,1.5,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1999-10,0.7,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1999-11,1.7,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,1999-12,1.9,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2000-01,3.2,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2000-02,2.2,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2000-03,7.8,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2000-04,2.7,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2000-05,2.4,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2000-06,6.4,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2000-07,2.1,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2000-08,2.2,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2000-09,6.0,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2000-10,1.6,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2000-11,7.9,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2000-12,3.1,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2001-01,2.3,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2001-02,2.1,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2001-03,2.2,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2001-04,2.0,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2001-05,2.2,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2001-06,1.8,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2001-07,1.8,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2001-08,1.9,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2001-09,2.0,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2001-10,1.7,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2001-11,1.7,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2001-12,1.9,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2002-01,2.1,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2002-02,2.2,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2002-03,2.3,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2002-04,1.9,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2002-05,1.8,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2002-06,1.7,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2002-07,1.7,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2002-08,1.8,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2002-09,2.0,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2002-10,1.6,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2002-11,1.7,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2002-12,1.7,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2003-01,4.9,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2003-02,4.6,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2003-03,4.2,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2003-04,3.8,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2003-05,2.1,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2003-06,2.3,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2003-07,2.6,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2003-08,2.7,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2003-09,2.6,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2003-10,2.7,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2003-11,2.5,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2003-12,3.2,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2004-01,2.3,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2004-02,2.3,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2004-03,2.8,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2004-04,3.1,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2004-05,2.7,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2004-06,2.8,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2004-07,2.6,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2004-08,2.5,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2004-09,2.9,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2004-10,2.3,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2004-11,2.5,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2004-12,2.6,
ei_bsbu_m_r2,M,BS-FLBA5-PC,SA,EU27_2020,2005-01,2.5,
