"Ukazatel","IndicatorType","Klasifikace CZ-CPA-Úhrn a sekce","CZCPAVAD.CZCPA1","Klasifikace CZ-CPA-Oddíl","CZCPAVAD.CZCPA2","Typ indexu","TYPUDAJE5B","Území","Uz0","Měsíce, měsíční kumulace, měsíce klouzavých průměrů, čtvrtletí, roky","CASMKMQRM12","Hodnota","MJ_TEXT","MJ_SYMBOL"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden 2023","2023-01K","123.6","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","únor 2023","2023-02","120.6","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - únor 2023","2023-02K","122.1","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","březen 2023","2023-03","119.1","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - březen 2023","2023-03K","121.1","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","1. čtvrtletí 2023","2023-Q1","121.1","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","duben 2023","2023-04","113.9","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - duben 2023","2023-04K","119.3","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","květen 2023","2023-05","113.6","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - květen 2023","2023-05K","118.2","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","červen 2023","2023-06","113.3","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - červen 2023","2023-06K","117.4","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","2. čtvrtletí 2023","2023-Q2","113.6","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","červenec 2023","2023-07","112.7","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - červenec 2023","2023-07K","116.7","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","srpen 2023","2023-08","113.1","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - srpen 2023","2023-08K","116.2","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","září 2023","2023-09","113.4","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - září 2023","2023-09K","115.9","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","3. čtvrtletí 2023","2023-Q3","113.1","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","říjen 2023","2023-10","113.4","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - říjen 2023","2023-10K","115.7","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","listopad 2023","2023-11","112.5","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - listopad 2023","2023-11K","115.4","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","prosinec 2023","2023-12","112.0","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - prosinec 2023","2023-12K","115.1","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","4. čtvrtletí 2023","2023-Q4","112.6","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","2023","2023","115.1","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden 2024","2024-01","111.8","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden 2024","2024-01K","111.8","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","únor 2024","2024-02","114.4","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - únor 2024","2024-02K","113.1","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","březen 2024","2024-03","114.7","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - březen 2024","2024-03K","113.6","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","1. čtvrtletí 2024","2024-Q1","113.6","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","duben 2024","2024-04","115.4","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - duben 2024","2024-04K","114.1","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","květen 2024","2024-05","113.9","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - květen 2024","2024-05K","114.0","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","červen 2024","2024-06","113.4","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - červen 2024","2024-06K","113.9","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","2. čtvrtletí 2024","2024-Q2","114.2","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","červenec 2024","2024-07","117.4","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - červenec 2024","2024-07K","114.4","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","srpen 2024","2024-08","116.8","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - srpen 2024","2024-08K","114.7","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","září 2024","2024-09","116.5","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - září 2024","2024-09K","114.9","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","3. čtvrtletí 2024","2024-Q3","116.9","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","říjen 2024","2024-10","117.8","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - říjen 2024","2024-10K","115.2","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","listopad 2024","2024-11","117.7","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - listopad 2024","2024-11K","115.4","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","prosinec 2024","2024-12","117.2","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - prosinec 2024","2024-12K","115.6","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","4. čtvrtletí 2024","2024-Q4","117.6","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","2024","2024","115.6","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden 2025","2025-01","117.7","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden 2025","2025-01K","117.7","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","únor 2025","2025-02","118.7","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - únor 2025","2025-02K","118.2","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","březen 2025","2025-03","117.3","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - březen 2025","2025-03K","117.9","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","1. čtvrtletí 2025","2025-Q1","117.9","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","duben 2025","2025-04","116.3","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - duben 2025","2025-04K","117.5","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","květen 2025","2025-05","116.0","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - květen 2025","2025-05K","117.2","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","červen 2025","2025-06","114.7","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - červen 2025","2025-06K","116.8","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","2. čtvrtletí 2025","2025-Q2","115.7","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","červenec 2025","2025-07","112.2","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - červenec 2025","2025-07K","116.1","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","srpen 2025","2025-08","111.5","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - srpen 2025","2025-08K","115.6","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","září 2025","2025-09","110.0","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - září 2025","2025-09K","114.9","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","3. čtvrtletí 2025","2025-Q3","111.2","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","říjen 2025","2025-10","109.2","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - říjen 2025","2025-10K","114.4","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","listopad 2025","2025-11","109.3","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - listopad 2025","2025-11K","113.9","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","prosinec 2025","2025-12","108.0","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden - prosinec 2025","2025-12K","113.4","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","4. čtvrtletí 2025","2025-Q4","108.8","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","2025","2025","113.4","procento","%"
"Index vývozních cen (%)","614603","VÝROBKY ZPRACOVATELSKÉHO PRŮMYSLU","C","Papír a výrobky z papíru","17","Bazický index (2015 = 100)","IZ2015","Česko","CZ","leden 2026","2026-01","108.1","procento","%"
