model,reference,omitted,rmse_delta,mae_delta
HEADLINE_MEAN_R21,HARD_BASE,2022-06,0.006285956134566673,0.0030050096270968774
HEADLINE_MEAN_R21,HARD_BASE,2022-07,0.005471736392589521,0.0007841397740382949
HEADLINE_MEAN_R21,HARD_BASE,2022-08,0.005217595148488796,0.0008889599769973944
HEADLINE_MEAN_R21,HARD_BASE,2022-09,0.0071794814571666254,0.002776311527164288
HEADLINE_MEAN_R21,HARD_BASE,2022-10,-0.0012666808971137922,0.0008087972556823086
HEADLINE_MEAN_R21,HARD_BASE,2022-11,0.005803088693275504,0.0018110065101594741
HEADLINE_MEAN_R21,HARD_BASE,2022-12,0.005859855650610035,0.001808524123071531
HEADLINE_MEAN_R21,HARD_BASE,2023-01,0.006328361206596689,0.0019864098891789195
HEADLINE_MEAN_R21,HARD_BASE,2023-02,0.005931028103540736,0.002487718322022603
HEADLINE_MEAN_R21,HARD_BASE,2023-03,0.005582682998600208,0.001333678143438266
HEADLINE_MEAN_R21,HARD_BASE,2023-04,0.005120016953869766,0.0014513074028804085
HEADLINE_MEAN_R21,HARD_BASE,2023-05,0.00588689219763161,0.0020000000301734766
HEADLINE_MEAN_R21,HARD_BASE,2023-06,0.005956178106828469,0.0020274939981695383
HEADLINE_MEAN_R21,HARD_BASE,2023-07,0.005930490458353421,0.002141939092738465
HEADLINE_MEAN_R21,HARD_BASE,2023-08,0.005703227963297253,0.001639977426477035
HEADLINE_MEAN_R21,HARD_BASE,2023-09,0.0057688551224710505,0.0017802206133792908
HEADLINE_MEAN_R21,HARD_BASE,2023-10,0.005915360621600807,0.0019944743106358187
HEADLINE_MEAN_R21,HARD_BASE,2023-11,0.005853057611115597,0.0017437387167421048
HEADLINE_MEAN_R21,HARD_BASE,2023-12,0.005970297807554148,0.0020497635074654963
HEADLINE_MEAN_R21,HARD_BASE,2024-01,0.005581486342206177,0.0016554939813876457
HEADLINE_MEAN_R21,HARD_BASE,2024-02,0.005873582569435154,0.0019332667110211754
HEADLINE_MEAN_R21,HARD_BASE,2024-03,0.005866196322333761,0.0018742213083218218
HEADLINE_MEAN_R21,HARD_BASE,2024-04,0.005875627570710917,0.0019074653901534622
HEADLINE_MEAN_R21,HARD_BASE,2024-05,0.005841403960375913,0.0018332924199698786
HEADLINE_MEAN_R21,HARD_BASE,2024-06,0.0059195327141634,0.0019412441448505846
HEADLINE_MEAN_R21,HARD_BASE,2024-07,0.005689838060773278,0.0017184203656983033
HEADLINE_MEAN_R21,HARD_BASE,2024-08,0.005906202659796966,0.0019575758705973056
HEADLINE_MEAN_R21,HARD_BASE,2024-09,0.005893227046359528,0.0020601810972551426
HEADLINE_MEAN_R21,HARD_BASE,2024-10,0.005902027214166605,0.002086292912632015
HEADLINE_MEAN_R21,HARD_BASE,2024-11,0.005853582845868621,0.0017127453489654831
HEADLINE_MEAN_R21,HARD_BASE,2024-12,0.005763935569991274,0.001740324097208923
HEADLINE_MEAN_R21,HARD_BASE,2025-01,0.00588452662275335,0.0019275568280910371
HEADLINE_MEAN_R21,HARD_BASE,2025-02,0.005847560225812676,0.0018220473545038085
HEADLINE_MEAN_R21,HARD_BASE,2025-03,0.005877146276128897,0.0019353860767066244
HEADLINE_MEAN_R21,HARD_BASE,2025-04,0.005849470667947776,0.0018555213867565423
HEADLINE_MEAN_R21,HARD_BASE,2025-05,0.00583472134106211,0.00182699367389344
HEADLINE_MEAN_R21,HARD_BASE,2025-06,0.00587895128227639,0.001939286241110727
HEADLINE_MEAN_R21,HARD_BASE,2025-07,0.005874129303546083,0.001973935811096894
HEADLINE_MEAN_R21,HARD_BASE,2025-08,0.00586789305444857,0.001841899174429673
HEADLINE_MEAN_R21,HARD_BASE,2025-09,0.005858724189301001,0.001855728791041622
HEADLINE_MEAN_R21,HARD_BASE,2025-10,0.005883939261204063,0.0019100459209675513
HEADLINE_MEAN_R21,HARD_BASE,2025-11,0.005800088224893862,0.0017909406351199197
HEADLINE_MEAN_R21,HARD_BASE,2025-12,0.005870606428295566,0.0018799044390683806
HEADLINE_MEAN_R21,HARD_BASE,2026-01,0.005870568137967713,0.0018952790008815446
HEADLINE_MEAN_R21,HARD_BASE,2026-02,0.0058771873003125585,0.0019097255031810256
HEADLINE_MEAN_R21,HARD_BASE,2026-03,0.005868291747974597,0.001833370580698268
HEADLINE_MEAN_R21,HARD_BASE,2026-04,0.005871169417402344,0.0018448534824825336
HEADLINE_MEAN_R21,HARD_BASE,2026-05,0.005925557863558084,0.0019756743171223112
HEADLINE_MEAN_R21,HARD_BASE,2026-06,0.005981717443467427,0.0020911366562351708
HEADLINE_MEAN_R21,HARD_BASE,2026-07,0.005765747618444006,0.0016257682400324658
HEADLINE_MEAN_R21,HARD_FULL,2019-02,0.010139674685436473,-0.0046517513449090275
HEADLINE_MEAN_R21,HARD_FULL,2019-03,0.009944724404779448,-0.005175782284181141
HEADLINE_MEAN_R21,HARD_FULL,2019-04,0.010772358237911894,-0.0042454703285677575
HEADLINE_MEAN_R21,HARD_FULL,2019-05,0.009584766466446792,-0.0056426133272978185
HEADLINE_MEAN_R21,HARD_FULL,2019-06,0.010261640954451423,-0.0041456665162004636
HEADLINE_MEAN_R21,HARD_FULL,2019-07,0.009926208139535653,-0.005169630757831001
HEADLINE_MEAN_R21,HARD_FULL,2019-08,0.009904910036773629,-0.005587427288497537
HEADLINE_MEAN_R21,HARD_FULL,2019-09,0.009852183439962081,-0.005411233464513998
HEADLINE_MEAN_R21,HARD_FULL,2019-10,0.009290403133806524,-0.0065334269980011905
HEADLINE_MEAN_R21,HARD_FULL,2019-11,0.009752342756990828,-0.005909378016410949
HEADLINE_MEAN_R21,HARD_FULL,2019-12,0.00992682961869773,-0.005278114530701483
HEADLINE_MEAN_R21,HARD_FULL,2020-01,0.009235904329700562,-0.005842585265603606
HEADLINE_MEAN_R21,HARD_FULL,2020-02,0.009936428127377606,-0.004852003305099828
HEADLINE_MEAN_R21,HARD_FULL,2020-03,0.009901107853102331,-0.005338365627423902
HEADLINE_MEAN_R21,HARD_FULL,2020-04,0.009909044244211296,-0.005317720843078189
HEADLINE_MEAN_R21,HARD_FULL,2020-05,0.009975450751218418,-0.005199227739487833
HEADLINE_MEAN_R21,HARD_FULL,2020-06,0.009500617190667693,-0.006104381642695833
HEADLINE_MEAN_R21,HARD_FULL,2020-07,0.010013149822292233,-0.004897541363862945
HEADLINE_MEAN_R21,HARD_FULL,2020-08,0.009937062246444639,-0.005069136361520454
HEADLINE_MEAN_R21,HARD_FULL,2020-09,0.009680571542928063,-0.005806885056958533
HEADLINE_MEAN_R21,HARD_FULL,2020-10,0.010250010704910772,-0.003686171709458508
HEADLINE_MEAN_R21,HARD_FULL,2020-11,0.01006740963945102,-0.004876573311169752
HEADLINE_MEAN_R21,HARD_FULL,2020-12,0.010290158491091772,-0.004929019980554006
HEADLINE_MEAN_R21,HARD_FULL,2021-01,0.008594552290699997,-0.006689058670078685
HEADLINE_MEAN_R21,HARD_FULL,2021-02,0.011108916855404993,-0.0037790543089066264
HEADLINE_MEAN_R21,HARD_FULL,2021-03,0.009945408457487148,-0.00498808703219733
HEADLINE_MEAN_R21,HARD_FULL,2021-04,0.009705928769198513,-0.005737988811975736
HEADLINE_MEAN_R21,HARD_FULL,2021-05,0.01010123121164802,-0.005139324580828886
HEADLINE_MEAN_R21,HARD_FULL,2021-06,0.009836405151188998,-0.005524514655821822
HEADLINE_MEAN_R21,HARD_FULL,2021-07,0.009667508985812812,-0.005646320511260683
HEADLINE_MEAN_R21,HARD_FULL,2021-08,0.012045540035517333,-0.003635033470009763
HEADLINE_MEAN_R21,HARD_FULL,2021-09,0.010214378327651263,-0.004892700399849348
HEADLINE_MEAN_R21,HARD_FULL,2021-10,0.009535864703753616,-0.006196531964804186
HEADLINE_MEAN_R21,HARD_FULL,2021-11,0.009544936809373572,-0.005642106827721982
HEADLINE_MEAN_R21,HARD_FULL,2021-12,0.01216112833110361,-0.003450236482448188
HEADLINE_MEAN_R21,HARD_FULL,2022-01,0.009966981998997315,-0.0046252083739980465
HEADLINE_MEAN_R21,HARD_FULL,2022-02,0.008709217908589528,-0.0068143690561409676
HEADLINE_MEAN_R21,HARD_FULL,2022-03,0.011425647536012495,-0.004507328152322687
HEADLINE_MEAN_R21,HARD_FULL,2022-04,0.008366878152341217,-0.0060703947014220105
HEADLINE_MEAN_R21,HARD_FULL,2022-05,0.010404510536507039,-0.004167597044050508
HEADLINE_MEAN_R21,HARD_FULL,2022-06,0.009763704666243878,-0.006267606884300281
HEADLINE_MEAN_R21,HARD_FULL,2022-07,0.010821896697281952,-0.0038771061199839862
HEADLINE_MEAN_R21,HARD_FULL,2022-08,0.009874861163493454,-0.005375535328787429
HEADLINE_MEAN_R21,HARD_FULL,2022-09,0.013046971764022308,-0.00335553577178177
HEADLINE_MEAN_R21,HARD_FULL,2022-10,-0.004608077806448396,-0.007477712042635226
HEADLINE_MEAN_R21,HARD_FULL,2022-11,0.009207159642928564,-0.00604823947908617
HEADLINE_MEAN_R21,HARD_FULL,2022-12,0.010116847364441683,-0.004405703542377182
HEADLINE_MEAN_R21,HARD_FULL,2023-01,0.011673008147677966,-0.004812864580862941
HEADLINE_MEAN_R21,HARD_FULL,2023-02,0.010116676155894955,-0.004088791200241693
HEADLINE_MEAN_R21,HARD_FULL,2023-03,0.009185764940072894,-0.007296968229160983
HEADLINE_MEAN_R21,HARD_FULL,2023-04,0.006872828954331223,-0.007119869102266085
HEADLINE_MEAN_R21,HARD_FULL,2023-05,0.010365395716118664,-0.0038211451462912827
HEADLINE_MEAN_R21,HARD_FULL,2023-06,0.011554923479263901,-0.0033168920261856805
HEADLINE_MEAN_R21,HARD_FULL,2023-07,0.010152626121448682,-0.00451349916321131
HEADLINE_MEAN_R21,HARD_FULL,2023-08,0.009716109114674132,-0.005612376618352233
HEADLINE_MEAN_R21,HARD_FULL,2023-09,0.009224480462170448,-0.006009648278525459
HEADLINE_MEAN_R21,HARD_FULL,2023-10,0.009884968106619207,-0.005374860037215656
HEADLINE_MEAN_R21,HARD_FULL,2023-11,0.009961085750383125,-0.005007274958822028
HEADLINE_MEAN_R21,HARD_FULL,2023-12,0.009823763409176678,-0.00546887568127824
HEADLINE_MEAN_R21,HARD_FULL,2024-01,0.011216064902797918,-0.0044988908409477335
HEADLINE_MEAN_R21,HARD_FULL,2024-02,0.009945424877181419,-0.004974992411871826
HEADLINE_MEAN_R21,HARD_FULL,2024-03,0.00990886473769187,-0.005324000829425579
HEADLINE_MEAN_R21,HARD_FULL,2024-04,0.010106149102157791,-0.00486611273428611
HEADLINE_MEAN_R21,HARD_FULL,2024-05,0.010023807566514165,-0.005104552628659553
HEADLINE_MEAN_R21,HARD_FULL,2024-06,0.010634199750321094,-0.004537523504015428
HEADLINE_MEAN_R21,HARD_FULL,2024-07,0.00885672754937128,-0.006300910283487893
HEADLINE_MEAN_R21,HARD_FULL,2024-08,0.010267841687351897,-0.004715953342865842
HEADLINE_MEAN_R21,HARD_FULL,2024-09,0.010536456878803502,-0.0033854748261840095
HEADLINE_MEAN_R21,HARD_FULL,2024-10,0.009893249811772364,-0.005456174748631304
HEADLINE_MEAN_R21,HARD_FULL,2024-11,0.009884393986941409,-0.0057611330646650805
HEADLINE_MEAN_R21,HARD_FULL,2024-12,0.009319868951912447,-0.0062184730771138175
HEADLINE_MEAN_R21,HARD_FULL,2025-01,0.009780755794940255,-0.005660417883112945
HEADLINE_MEAN_R21,HARD_FULL,2025-02,0.010030578258274192,-0.00497375869517197
HEADLINE_MEAN_R21,HARD_FULL,2025-03,0.0099830624872434,-0.004959835264740864
HEADLINE_MEAN_R21,HARD_FULL,2025-04,0.009646638479999026,-0.0057287740471493875
HEADLINE_MEAN_R21,HARD_FULL,2025-05,0.009620248786307406,-0.005874882412508886
HEADLINE_MEAN_R21,HARD_FULL,2025-06,0.009902366687434827,-0.005358128115748262
HEADLINE_MEAN_R21,HARD_FULL,2025-07,0.010156545644380788,-0.003903427048822239
HEADLINE_MEAN_R21,HARD_FULL,2025-08,0.009913706310590797,-0.005306034012866889
HEADLINE_MEAN_R21,HARD_FULL,2025-09,0.009725226643940488,-0.006290727626393544
HEADLINE_MEAN_R21,HARD_FULL,2025-10,0.009403992336603662,-0.0063150318663725
HEADLINE_MEAN_R21,HARD_FULL,2025-11,0.010109824490362185,-0.0050794600789236255
HEADLINE_MEAN_R21,HARD_FULL,2025-12,0.00991551819815567,-0.0052754543472811055
HEADLINE_MEAN_R21,HARD_FULL,2026-01,0.009909466960676294,-0.005337001201120795
HEADLINE_MEAN_R21,HARD_FULL,2026-02,0.010116549794692287,-0.004869908885773988
HEADLINE_MEAN_R21,HARD_FULL,2026-03,0.00992328005647064,-0.0051654900536419746
HEADLINE_MEAN_R21,HARD_FULL,2026-04,0.009951438608218344,-0.004779215562944028
HEADLINE_MEAN_R21,HARD_FULL,2026-05,0.010249690123439958,-0.004820067714547849
HEADLINE_MEAN_R21,HARD_FULL,2026-06,0.009745745675482087,-0.00564868560682058
HEADLINE_MEAN_R21,HARD_FULL,2026-07,0.009505701641085773,-0.007020855470409926
